hip_id,ra,dec,mag
26606,84.826302,29.215214,5.98
26616,84.862946,21.762930,6.42
26623,84.878502,-9.706628,6.49
26624,84.879791,-3.564704,5.99
26634,84.912254,-34.074108,2.65
26638,84.932159,75.043869,6.19
26640,84.934158,25.897091,5.18
26649,84.957672,-32.629215,5.44
26712,85.149612,31.358196,6.04
26713,85.155411,-2.825236,6.22
26718,85.175209,31.920607,6.23
26727,85.189697,-1.942572,1.74
26728,85.192474,-10.408664,6.46
26736,85.211311,-1.128787,4.95
26762,85.273315,0.337753,5.93
26777,85.323822,16.534147,4.84
26779,85.334732,53.481056,6.21
26781,85.337395,29.487417,6.40
26796,85.362183,-33.400742,6.35
26820,85.418076,-2.896457,6.41
26821,85.422958,-16.725830,6.22
26853,85.516602,22.660324,6.35
26862,85.548256,-30.535442,6.18
26865,85.558151,-22.373714,5.88
26866,85.560318,-17.530376,6.15
26868,85.563309,-34.667812,5.29
26882,85.610207,65.697647,5.62
26885,85.619293,1.474629,4.90
26926,85.724640,-6.796168,5.97
26942,85.756950,56.581524,6.05
26953,85.788826,-1.613248,6.31
26964,85.831261,23.204372,6.23
26966,85.840286,-18.557474,5.73
26981,85.875732,-39.406906,6.25
27001,85.921387,-45.832863,6.38
27046,86.035233,61.476536,6.17
27072,86.115852,-22.448381,3.59
27075,86.118317,-20.126574,6.34
27100,86.193344,-65.735527,4.34
27116,86.255371,12.888332,6.47
27118,86.257469,4.008111,6.09
27164,86.373314,31.324825,6.50
27196,86.475174,49.826256,5.46
27204,86.499550,-32.306435,5.18
27212,86.511948,-4.268484,6.24
27243,86.614052,-46.597179,5.31
27249,86.626587,56.115574,5.93
27253,86.645454,1.168193,5.95
27265,86.689575,15.822497,6.00
27280,86.717232,9.522343,5.78
27288,86.738930,-14.821950,3.55
27293,86.750191,51.520870,6.47
27303,86.769073,-28.638912,6.22
27308,86.782516,-16.238079,6.18
27316,86.804802,14.488322,5.72
27317,86.805542,-54.360729,6.19
27319,86.811180,42.526749,6.30
27321,86.821182,-51.066513,3.85
27325,86.827866,-35.674076,6.29
27338,86.859146,17.729141,5.47
27341,86.862045,-10.532958,6.04
27346,86.884369,63.598846,6.49
27353,86.894447,25.568623,6.48
27364,86.928780,13.899599,5.28
27366,86.939110,-9.669605,2.07
27386,87.000977,6.454156,5.26
27421,87.093193,20.869480,6.03
27435,87.145592,-4.094648,5.97
27468,87.254028,24.567535,4.88
27472,87.269447,62.808189,6.18
27483,87.293510,39.181072,4.51
27511,87.387207,12.651324,4.89
27512,87.392189,-44.875393,6.38
27517,87.402252,-14.483665,5.49
27530,87.456764,-56.166664,4.50
27533,87.472923,-22.971872,5.87
27534,87.473083,-66.901184,5.10
27549,87.511185,9.871218,5.79
27560,87.554436,4.423406,5.96
27566,87.569984,-79.361359,5.46
27583,87.620102,-52.767879,6.32
27581,87.620445,14.305608,5.54
27588,87.625107,2.024700,5.97
27621,87.721756,-52.108871,5.16
27625,87.734642,51.514584,6.29
27628,87.739937,-35.768311,3.12
27629,87.742126,27.967861,5.60
27639,87.760124,37.305573,4.72
27654,87.830360,-20.879089,3.76
27658,87.841606,-7.518003,5.36
27660,87.846245,-64.033569,6.35
27661,87.857292,32.124695,6.28
27670,87.869217,-22.926947,6.16
27673,87.872490,39.148479,3.97
27705,87.998276,-29.449427,6.47
27713,88.032211,-9.041900,5.95
27731,88.071899,58.964088,6.14
27737,88.084137,-57.156193,5.93
27743,88.092888,14.171787,5.60
27747,88.097519,19.867849,5.96
27750,88.110168,1.855134,4.76
27766,88.138245,-37.631062,5.62
27777,88.165276,39.574703,6.40
27778,88.167046,33.917461,6.04
27795,88.231201,68.471542,6.22
27810,88.278671,-33.801361,4.88
27830,88.331848,27.612263,4.56
27890,88.524872,-63.089626,4.65
27900,88.555618,10.586403,6.13
27901,88.558441,-29.147205,6.34
27902,88.565659,3.225641,6.30
27913,88.595787,20.276175,4.39
27937,88.671326,-49.627010,6.11
27938,88.681786,-11.774192,5.62
27939,88.683479,0.968615,5.99
27947,88.708740,-52.635483,5.29
27949,88.711601,55.706947,4.96
27955,88.718697,-39.957855,5.55
27965,88.736191,19.749615,5.92
27971,88.740944,59.888367,5.20
27973,88.745804,31.701496,5.90
27989,88.792938,7.407063,0.45
28010,88.874626,-37.120667,4.97
28011,88.875717,-4.616546,5.87
28019,88.897362,-4.788587,6.28
28085,89.059441,-22.839975,5.95
28098,89.087265,-31.382441,5.52
28103,89.101234,-14.167700,3.71
28110,89.116814,9.509396,5.97
28117,89.140694,28.942266,6.35
28118,89.143486,-23.215309,6.37
28138,89.204193,-31.976248,6.44
28139,89.206039,11.521058,5.89
28154,89.233833,24.249689,6.03
28180,89.309875,-53.425694,6.48
28199,89.384209,-35.283279,4.36
28205,89.395737,66.096100,6.24
28232,89.477058,1.224310,6.22
28237,89.498566,25.953913,4.81
28252,89.548805,-0.994018,6.21
28271,89.601837,1.837108,5.89
28287,89.656456,-44.034561,5.81
28296,89.706551,0.552979,5.21
28302,89.721825,12.808264,5.70
28321,89.754494,-9.382223,6.15
28325,89.767967,-9.558250,5.04
28328,89.786667,-42.815136,3.96
28343,89.840759,49.924541,5.90
28358,89.881668,54.284657,3.72
28360,89.882233,44.947433,1.90
28380,89.930260,37.212585,2.65
28385,89.940948,55.320858,6.42
28390,89.949783,54.547009,6.14
28404,89.983757,45.936737,4.30
28413,90.013947,-3.074253,4.53
28434,90.073578,-12.900034,6.21
28438,90.078781,44.592014,6.21
28484,90.204910,-51.216320,5.65
28499,90.244003,47.901924,5.71
28500,90.251892,27.572363,6.04
28517,90.291855,31.034517,6.18
28520,90.304581,-25.417763,6.04
28524,90.317909,-33.911835,5.54
28532,90.334084,85.182114,6.17
28561,90.423454,22.401001,6.36
28562,90.429405,48.959446,5.98
28574,90.460098,-10.597930,4.92
28596,90.538857,-60.096828,6.41
28614,90.595833,9.647276,4.12
28622,90.640892,-14.497157,6.20
28634,90.688049,47.809528,6.49
28637,90.702499,49.905678,6.04
28642,90.722893,43.378334,6.38
28644,90.729851,32.635696,6.23
28656,90.767967,57.018314,6.50
28675,90.814995,-26.284544,5.03
28677,90.824730,42.911564,6.08
28686,90.853203,11.681065,6.09
28691,90.864029,19.690561,5.14
28716,90.979935,20.138453,4.64
28734,91.030067,23.263342,4.16
28744,91.056252,-6.708941,5.19
28756,91.084442,-32.172428,5.65
28764,91.118584,-45.036602,6.35
28765,91.121277,51.573395,6.39
28790,91.167160,-45.078934,5.93
28812,91.242432,5.419970,5.67
28814,91.243172,4.158671,5.63
28816,91.246361,-16.484434,4.92
28820,91.260765,37.964272,6.32
28823,91.264145,42.981636,5.90
28829,91.284286,59.393211,6.32
28831,91.288864,75.585922,6.28
28854,91.362625,-10.242596,5.88
28855,91.363228,-35.513645,5.80
28861,91.391251,33.599049,6.23
28899,91.523071,-29.758623,5.79
28908,91.535629,35.387741,6.12
28910,91.538849,-14.935254,4.67
28909,91.539047,-66.039619,5.72
28930,91.593529,29.512415,6.01
28943,91.633736,-23.110846,5.46
28946,91.646233,38.482643,5.35
28949,91.661400,-4.193836,5.37
28951,91.663246,63.453838,6.42
28957,91.671028,-42.298805,6.15
28984,91.739639,-21.812300,5.74
28988,91.757805,-45.091511,6.48
28991,91.764053,-62.154579,5.04
28992,91.765289,-34.312019,5.82
29025,91.861481,41.854282,6.15
29034,91.881798,-37.252918,5.00
29038,91.893021,14.768472,4.42
29048,91.923492,-19.165867,5.28
29064,91.970253,-42.154041,5.50
29114,92.096397,41.055725,6.34
29129,92.144295,-44.356213,6.26
29134,92.184647,-68.843407,5.06
29140,92.198761,-6.821373,6.46
29150,92.241104,-22.427412,5.49
29151,92.241272,2.499692,5.70
29178,92.334152,-18.126385,6.36
29185,92.347618,-49.562832,6.48
29196,92.385147,22.190262,5.93
29205,92.393845,-14.584619,5.56
29210,92.401047,-5.711429,6.16
29225,92.433273,23.113466,5.75
29233,92.446442,-26.701086,6.27
29234,92.449829,-22.774343,5.71
29246,92.495850,58.935696,5.35
29263,92.543373,-40.353790,5.54
29271,92.559479,-74.753044,5.08
29276,92.574631,-54.968643,4.72
29294,92.644501,-27.154343,5.72
29304,92.666374,-45.281986,6.28
29323,92.755066,-6.754221,6.15
29326,92.757378,18.130465,6.37
29348,92.806755,60.453487,6.48
29347,92.806908,-26.482100,6.08
29353,92.812500,-65.589417,5.01
29371,92.866287,13.638561,6.04
29379,92.884605,24.420254,5.83
29388,92.902443,48.710991,5.78
29401,92.932152,-4.665440,6.18
29404,92.941299,52.647186,6.28
29417,92.965889,-6.550287,5.06
29426,92.984985,14.208765,4.45
29433,93.005585,19.790543,5.76
29434,93.013664,16.130405,4.95
29451,93.083847,32.693378,5.78
29490,93.212730,65.718422,5.36
29509,93.248222,6.016258,6.45
29525,93.302086,10.627144,6.43
29568,93.438751,-23.861938,6.37
29569,93.438927,51.172470,6.07
29575,93.475975,-3.741374,5.83
29616,93.619095,17.906353,5.86
29629,93.652931,-4.568457,5.83
29650,93.712006,19.156448,5.20
29651,93.713882,-6.274776,3.99
29655,93.719414,22.506800,3.31
29679,93.785011,-20.272186,5.88
29678,93.785301,13.851098,5.91
29692,93.823845,-18.477163,5.99
29696,93.844559,29.498075,4.32
29704,93.854698,16.143175,5.34
29705,93.858948,-9.035757,6.09
29711,93.873650,-4.914719,5.99
29716,93.892769,-0.512189,5.62
29728,93.917397,6.066166,6.07
29730,93.918854,59.998974,5.37
29735,93.937019,-13.718414,5.00
29736,93.937347,12.551067,5.44
29746,93.974884,1.169078,6.37
29771,94.032043,-16.618006,5.97
29788,94.078384,-59.213505,6.44
29789,94.079353,23.970028,6.09
29798,94.099136,17.181606,6.39
29800,94.110916,12.272163,5.04
29807,94.138062,-35.140518,4.37
29808,94.148300,-39.264393,6.00
29840,94.244606,23.740910,6.24
29842,94.255127,-37.737446,5.54
29843,94.264961,-22.715229,6.05
29850,94.277580,9.942390,5.39
29852,94.289871,-37.253498,5.88
29860,94.317238,5.100112,5.70
29895,94.423843,-16.815908,5.15
29913,94.465591,-52.733032,6.40
29919,94.478447,61.515285,5.01
29931,94.523369,14.382859,6.12
29941,94.557198,-19.966974,5.51
29949,94.570259,46.360443,6.33
29982,94.668137,9.047183,6.24
29993,94.703293,-15.024954,6.04
29996,94.710770,-9.390018,5.36
29997,94.711578,69.319786,4.76
30011,94.745728,-20.925611,5.79
30019,94.757668,17.325258,6.27
30028,94.783051,-8.586012,6.22
30060,94.905785,59.010963,4.44
30062,94.909050,-22.103119,6.29
30069,94.920647,-34.396591,5.76
30073,94.928329,-7.822908,5.27
30093,94.998329,-2.944493,4.91
30099,95.017609,14.651127,5.67
30122,95.078293,-30.063368,3.02
30141,95.146500,-23.637962,6.49
30143,95.151001,-34.144142,5.55
30190,95.272636,-11.817324,6.32
30200,95.299652,29.540815,6.41
30214,95.352974,-11.773238,5.48
30217,95.357376,2.268522,6.30
30218,95.358017,17.763502,6.32
30247,95.442169,53.452179,5.34
30272,95.514809,59.372101,6.05
30277,95.528465,-33.436401,3.85
30318,95.651642,12.570237,6.00
30321,95.659348,-69.984039,5.56
30324,95.674934,-17.955917,1.98
30342,95.732681,-56.369968,5.60
30343,95.740089,22.513586,2.87
30352,95.756111,-63.683136,6.30
30357,95.776550,56.976349,6.47
30376,95.810326,-31.790312,6.31
30382,95.827049,3.764489,6.41
30407,95.899666,-9.874727,6.11
30419,95.942024,4.592865,4.39
30420,95.942268,-15.071257,6.27
30423,95.945503,-58.543873,6.47
30436,95.982994,-25.577629,5.61
30438,95.987930,-52.695660,-0.62
30444,96.004211,-36.707764,5.62
30448,96.009506,8.885014,6.24
30457,96.042999,-11.530088,5.21
30463,96.057755,-60.281326,5.78
30468,96.085739,-12.961939,6.12
30480,96.110756,-63.428928,6.45
30501,96.182274,25.048714,6.35
30503,96.182892,-28.780111,6.37
30505,96.185402,-40.283978,6.30
30517,96.219872,16.057131,6.35
30520,96.224594,49.287891,4.92
30524,96.232513,-63.828144,6.26
30541,96.304169,7.085713,6.26
30545,96.318947,-0.945883,5.88
30564,96.367393,14.721992,6.30
30565,96.369347,-69.690300,5.37
30566,96.375015,-35.064152,6.24
30570,96.387238,23.327169,6.05
30591,96.431892,-48.176899,5.76
30595,96.446396,-3.889032,6.33
30602,96.468033,11.125884,6.39
30608,96.495125,-7.894983,6.40
30627,96.539787,-3.515691,6.42
30651,96.607712,56.285095,5.53
30660,96.643517,-4.597400,6.16
30666,96.664932,-1.507336,5.87
30669,96.677742,-14.603429,6.32
30675,96.686882,-7.511936,6.35
30679,96.703651,58.417408,5.21
30700,96.753647,-4.355659,6.50
30703,96.767204,-58.002117,5.82
30706,96.781601,-37.895508,6.48
30711,96.797394,-25.856497,6.05
30717,96.807343,0.299246,5.19
30720,96.814964,-0.275999,5.55
30728,96.835213,2.908288,5.55
30741,96.898003,32.562946,6.43
30769,96.986130,20.496321,6.22
30772,96.989883,-4.762154,5.06
30788,97.042542,-32.580070,4.47
30794,97.060349,70.535316,6.03
30798,97.069862,1.912679,6.48
30804,97.078392,10.303893,6.16
30815,97.116905,16.238386,6.24
30827,97.142044,30.493034,5.75
30836,97.155914,-17.466009,5.76
30840,97.163521,-32.371281,5.74
30849,97.176750,-41.074879,6.32
30867,97.204453,-7.033062,3.76
30883,97.240784,20.212133,4.13
30906,97.311722,2.646194,6.17
30932,97.368820,-56.852764,5.20
30953,97.454536,-50.239086,5.28
30972,97.512405,46.685555,5.88
30973,97.512535,-65.568245,6.28
30986,97.546982,-10.081511,5.92
30988,97.549248,-19.214890,6.44
31024,97.645348,-13.148172,6.16
31037,97.692871,-27.769575,5.92
31039,97.696350,58.162632,5.86
31056,97.749565,-40.916252,6.19
31066,97.789841,11.251375,6.17
31068,97.794365,-61.879543,6.15
31072,97.804565,-35.258839,5.82
31079,97.826157,-51.825954,5.58
31084,97.846016,-12.391953,5.16
31086,97.849998,-32.868549,6.31
31099,97.895607,-36.940025,6.26
31105,97.905975,15.903501,6.38
31119,97.951248,11.544412,5.22
31121,97.958595,-8.158235,5.43
31125,97.964020,-23.418423,4.34
31137,97.992958,-58.753834,5.69
31158,98.077278,17.784349,6.26
31159,98.080025,4.855999,5.88
31165,98.089066,-37.696701,5.25
31167,98.096375,-5.868820,5.60
31168,98.096970,11.673520,6.08
31173,98.113274,32.454899,5.82
31190,98.162399,-32.030445,5.73
31205,98.195305,-11.166381,6.30
31216,98.225945,7.332965,4.47
31241,98.292664,-38.625191,6.44
31265,98.359558,-52.329235,6.18
31266,98.361130,-20.923962,6.39
31277,98.400696,14.155163,5.57
31278,98.408012,-1.220154,5.09
31299,98.456177,-36.232029,5.42
31359,98.636658,55.353043,6.45
31362,98.647217,-32.716255,5.62
31385,98.692993,7.572482,6.44
31407,98.744102,-52.975609,4.35
31416,98.764107,-22.964792,4.54
31434,98.800262,28.022314,5.26
31446,98.815948,0.890216,5.78
31448,98.823318,9.988335,5.93
31457,98.850922,-36.779881,5.59
31469,98.878410,-22.109053,6.32
31509,98.975159,-36.088631,6.36
31564,99.095207,-18.659904,5.71
31579,99.136810,38.445499,5.40
31583,99.147209,-5.211143,5.52
31592,99.170990,-19.255878,3.95
31593,99.171104,-22.614733,6.35
31599,99.194160,-13.321036,5.95
31603,99.213646,-41.557140,6.36
31617,99.257866,-38.146507,6.03
31637,99.307648,-36.990650,5.72
31646,99.350174,6.135382,6.05
31650,99.363708,24.590851,6.44
31662,99.403725,10.853293,6.39
31665,99.409981,56.857533,5.87
31672,99.418022,2.704158,6.17
31674,99.419968,-12.985116,6.11
31676,99.423004,61.481232,5.94
31681,99.427925,16.399252,1.93
31685,99.440292,-43.195934,3.17
31688,99.448364,-32.339733,5.25
31697,99.469604,4.956670,6.14
31700,99.472588,-18.237478,4.42
31703,99.479767,73.695633,6.26
31711,99.501640,-61.533386,6.15
31733,99.585243,-2.543897,6.14
31736,99.595459,-23.580320,6.48
31737,99.595879,28.984354,5.76
31758,99.647614,-16.873547,6.01
31765,99.656807,-48.220184,5.05
31766,99.659111,1.613518,6.23
31771,99.664757,39.390854,5.70
31789,99.704926,39.902557,5.34
31813,99.772079,22.030882,6.09
31827,99.819656,-14.145764,4.82
31832,99.832603,42.488876,4.80
31850,99.881172,24.600163,6.43
31852,99.888000,28.263134,6.02
31859,99.900925,-23.695662,6.05
31870,99.927750,-30.470491,5.70
31876,99.948830,12.982768,5.99
31889,99.991173,44.014114,6.35
31897,100.012108,-80.813591,5.61
31940,100.120178,77.995781,5.75
31946,100.134361,71.748787,5.88
31977,100.239899,-71.775192,6.50
31978,100.244415,9.895754,4.66
31992,100.272675,0.495323,5.79
32007,100.309052,-40.349846,6.16
32012,100.321754,11.003197,6.19
32019,100.337067,28.196638,6.45
32020,100.341415,16.397650,6.28
32040,100.407326,35.931927,6.48
32064,100.484940,-9.167537,5.21
32067,100.496796,6.345425,6.36
32091,100.568268,-38.398792,6.28
32104,100.601357,17.645304,5.20
32144,100.691864,-22.448589,6.26
32173,100.770767,44.524448,5.04
32177,100.777557,3.033801,6.18
32190,100.807243,37.147373,6.21
32208,100.847313,-39.193119,6.30
32222,100.903076,-73.118210,6.36
32226,100.911034,3.932528,5.88
32246,100.983032,25.131124,3.06
32249,100.997055,13.228017,4.49
32261,101.047905,53.295940,6.28
32268,101.052185,36.109257,6.37
32269,101.053322,-54.695507,6.47
32292,101.118614,-31.070522,5.23
32311,101.189415,28.970932,5.42
32322,101.216476,-27.341665,6.43
32332,101.231941,-70.433762,6.10
32349,101.287216,-16.716116,-1.44
32362,101.322365,12.895591,3.35
32366,101.345673,-31.793661,5.92
32368,101.347351,-23.462433,6.04
32385,101.379959,-30.948980,5.62
32402,101.473831,-52.409691,5.81
32404,101.475830,12.693561,6.47
32411,101.497482,-14.796127,5.30
32434,101.550629,-37.775326,6.19
32438,101.558929,59.441669,4.86
32439,101.560051,79.564812,5.44
32463,101.635063,8.587153,5.92
32474,101.662575,-10.107360,5.66
32477,101.673630,-54.695026,6.45
32480,101.684746,43.577427,5.24
32489,101.706253,57.169174,5.34
32492,101.712883,-14.425971,5.28
32494,101.719498,-51.265667,5.39
32500,101.743851,-87.024963,6.46
32504,101.756172,-21.015402,6.07
32531,101.827950,-55.539989,5.60
32533,101.832634,8.037254,4.77
32537,101.839172,-37.929699,5.27
32539,101.847733,18.193453,6.35
32558,101.905098,-8.998503,5.08
32562,101.914902,48.789474,5.22
32578,101.965195,2.412159,4.48
32607,102.047913,-61.941391,3.24
32609,102.051109,55.704193,5.54
32617,102.079437,-1.318922,5.75
32677,102.240570,-15.144726,5.39
32682,102.265228,1.002065,6.16
32698,102.318375,-2.272038,5.75
32740,102.422150,32.606754,5.72
32744,102.433334,-24.076065,6.31
32746,102.434525,37.512749,6.49
32753,102.457649,16.202888,5.87
32759,102.460251,-32.508476,3.50
32761,102.463821,-53.622448,4.41
32765,102.477570,-46.614559,5.14
32768,102.483986,-50.614559,2.94
32775,102.504211,-60.249146,6.11
32809,102.590698,-17.084555,5.77
32810,102.597282,-31.706057,5.74
32814,102.606239,13.413177,5.68
32827,102.653999,-25.778395,6.32
32838,102.676262,-8.040996,6.31
32844,102.691452,41.781231,4.99
32851,102.707642,-0.540882,5.78
32855,102.718140,-34.367317,4.99
32864,102.737869,67.571938,5.14
32912,102.862419,-70.963409,5.41
32918,102.885719,-48.292755,6.42
32921,102.887688,21.761148,5.28
32931,102.914070,3.041991,6.37
32938,102.926773,-36.230270,5.94
32968,102.999962,23.601719,5.68
32990,103.095253,-5.316277,6.30
33012,103.189301,-59.341194,6.41
33015,103.196419,-43.975594,6.47
33018,103.197243,33.961254,3.60
33024,103.206116,8.380373,5.75
33040,103.251259,-26.957632,6.33
33041,103.255875,38.869156,6.10
33044,103.264740,35.787994,6.03
33048,103.271072,59.448544,5.34
33056,103.281570,44.839939,6.24
33064,103.305809,38.438011,6.32
33077,103.328400,-19.032763,5.65
33079,103.341003,-18.932844,6.13
33082,103.343338,10.996650,6.30
33092,103.387115,-20.224255,4.82
33094,103.391342,-28.539795,6.05
33104,103.426025,68.888306,5.11
33126,103.481056,-24.538755,6.23
33133,103.487808,38.505016,6.46
33139,103.509491,-50.611599,6.24
33152,103.533134,-24.184212,3.89
33154,103.535789,-5.852188,6.39
33160,103.547501,-12.038628,4.08
33184,103.602760,-1.126996,5.44
33189,103.611183,-42.365570,6.32
33202,103.660980,13.177827,4.73
33210,103.675179,-1.756486,6.20
33243,103.745491,-2.803588,6.03
33248,103.761406,-20.404877,5.80
33269,103.811073,43.910030,6.16
33271,103.813316,45.826408,6.31
33277,103.827797,25.375696,5.74
33297,103.894226,8.324285,6.28
33302,103.905960,-20.136497,4.66
33316,103.945526,-22.941439,5.29
33330,103.978210,-31.790178,6.36
33345,104.027687,-14.043430,5.00
33347,104.034271,-17.054241,4.36
33357,104.066628,-48.721146,4.94
33372,104.107635,9.956578,5.90
33377,104.133568,46.273998,5.85
33384,104.143669,-79.420197,5.45
33394,104.190422,-35.341335,6.27
33415,104.233650,46.705353,5.88
33420,104.250389,-8.179295,6.31
33421,104.252174,33.681038,5.91
33444,104.304718,57.563286,6.03
33449,104.319176,58.422760,4.35
33451,104.323288,-35.507153,6.23
33453,104.327103,37.394722,6.48
33465,104.356621,11.907554,6.26
33478,104.391304,-24.630840,5.45
33485,104.404633,45.094093,4.90
33492,104.427628,-27.537504,6.22
33532,104.531471,-27.164381,6.36
33558,104.604568,-34.111710,5.07
33575,104.649582,-25.414158,5.59
33577,104.651581,-56.394848,6.46
33579,104.656456,-28.972084,1.50
33584,104.662140,7.622300,6.25
33588,104.665726,-55.729122,6.26
33590,104.673889,-45.767593,6.23
33591,104.682076,-30.998037,6.41
33595,104.697586,26.081079,6.20
33603,104.737610,3.602355,5.96
33614,104.761894,38.052319,6.02
33644,104.834053,7.316967,6.34
33650,104.866386,25.914171,6.40
33666,104.913551,-21.602884,6.26
33682,104.960670,-67.916443,5.18
33694,105.016212,76.977409,4.55
33703,105.034515,-20.158424,6.32
33715,105.065941,16.078999,5.73
33719,105.075150,-5.367162,6.29
33729,105.098984,-8.406821,5.95
33754,105.163910,-9.202967,6.49
33760,105.177132,-28.489574,6.28
33774,105.207268,-33.465530,6.39
33779,105.214546,-51.402584,5.14
33800,105.271439,-58.939938,6.01
33804,105.274773,-25.215633,5.64
33827,105.339180,70.808296,5.69
33856,105.429779,-27.934830,3.49
33873,105.470490,-1.345883,6.20
33878,105.484940,-5.722065,5.22
33909,105.564491,-43.403870,6.44
33914,105.572899,15.336008,5.78
33927,105.603256,24.215446,5.20
33929,105.606384,17.755522,5.96
33937,105.638702,16.674446,5.86
33971,105.728241,-4.239231,4.99
33977,105.756134,-23.833290,3.02
34000,105.812927,-59.178108,5.50
34002,105.824654,9.138355,5.96
34017,105.876854,29.337082,5.93
34033,105.908638,10.951817,5.14
34045,105.939552,-15.633286,4.11
34055,105.964996,12.594242,6.01
34059,105.973442,-49.583920,4.92
34065,105.988922,-43.608040,5.56
34066,105.989395,-10.123765,6.44
34081,106.011658,-42.337280,5.20
34086,106.021858,-5.323979,5.63
34088,106.027214,20.570297,4.01
34105,106.076355,-56.749725,5.14
34142,106.196045,-22.031689,6.09
34168,106.287453,47.775043,6.37
34177,106.318245,-50.360043,6.47
34182,106.326538,22.637459,6.00
34200,106.383430,-34.777699,6.15
34215,106.412605,9.185800,5.78
34217,106.415863,52.758556,6.17
34234,106.456833,-10.660080,6.50
34238,106.465134,70.731926,6.49
34248,106.502022,-30.655710,6.34
34250,106.505096,59.801849,6.40
34253,106.509430,-38.382854,6.09
34267,106.548325,34.473969,5.55
34270,106.559608,-68.837578,6.47
34297,106.649849,-12.393949,6.48
34301,106.669861,-11.294014,5.41
34318,106.718651,-24.960571,6.09
34338,106.776962,4.910582,6.10
34339,106.779495,-40.893269,5.80
34349,106.805382,-51.968285,5.96
34350,106.817841,-59.716415,6.46
34358,106.843338,34.009289,5.94
34360,106.844116,-23.840721,5.75
34367,106.853653,28.176695,6.47
34387,106.956207,7.471214,5.74
34428,107.055298,33.832390,6.31
34440,107.091820,15.930675,5.47
34444,107.097855,-26.393200,1.83
34462,107.151016,37.445095,6.19
34473,107.176476,-70.497086,5.68
34481,107.186821,-70.498932,3.78
34495,107.212784,-39.655659,4.83
34536,107.334373,-10.346565,6.23
34561,107.389015,-16.234509,6.00
34579,107.429268,-25.231033,5.69
34608,107.527855,21.246984,6.43
34617,107.539024,-18.685637,6.23
34622,107.557007,-4.237106,4.91
34624,107.580505,-27.491520,5.46
34670,107.697876,-48.932098,5.12
34693,107.784882,30.245163,4.41
34722,107.846115,26.856586,5.75
34724,107.848389,-0.301928,5.44
34752,107.913826,39.320549,4.91
34758,107.923347,-20.883062,5.84
34763,107.945206,16.976343,6.50
34768,107.964088,5.654703,6.07
34769,107.966087,-0.492764,4.15
34780,108.008255,-63.190060,6.03
34782,108.017059,-30.821365,6.10
34789,108.031219,5.474347,6.15
34798,108.050896,-25.942589,5.91
34802,108.065880,-40.498810,5.30
34817,108.107590,-36.544380,5.94
34819,108.109901,24.128593,5.85
34834,108.140251,-46.759304,4.49
34860,108.204521,27.224823,6.46
34888,108.279976,-11.251341,5.77
34899,108.305656,-45.182739,4.87
34909,108.342812,16.158966,5.07
34912,108.347488,51.428745,5.46
34914,108.350098,-22.674240,5.99
34922,108.384552,-44.639740,4.42
34924,108.401878,-27.356359,6.12
34940,108.451599,-22.905779,6.34
34954,108.488907,-30.339790,6.32
34956,108.491684,71.816582,6.36
34975,108.545212,-3.901779,5.80
34981,108.563385,-26.352507,4.42
34982,108.564667,-9.947533,5.90
34987,108.583588,3.111414,5.36
34999,108.617714,-10.316245,6.02
35005,108.635925,12.115824,5.71
35020,108.658920,-48.271927,4.75
35025,108.674896,24.884983,5.84
35029,108.691757,-46.849670,5.72
35037,108.702736,-26.772667,4.01
35044,108.713196,-27.037996,5.58
35054,108.738136,-41.426395,5.95
35080,108.830864,-0.161283,6.42
35083,108.837814,-30.686447,5.36
35084,108.838516,-52.499226,5.96
35120,108.914291,7.977742,5.78
35127,108.930168,-10.583605,5.95
35132,108.947067,-23.740280,6.34
35136,108.958878,47.239964,5.54
35146,108.979004,59.637466,5.20
35152,108.988205,27.897419,5.75
35180,109.060654,-15.585689,5.46
35181,109.064476,-46.774532,5.64
35202,109.132729,-38.318928,5.81
35205,109.145805,-27.881180,4.66
35210,109.153465,-23.315594,4.83
35213,109.159828,-23.310940,6.02
35226,109.205879,-36.592632,5.03
35228,109.207619,-67.957153,3.97
35241,109.238396,-30.897013,6.30
35253,109.264153,26.689486,6.38
35264,109.285660,-37.097469,2.71
35301,109.381935,-6.679997,6.29
35304,109.390495,52.131069,5.93
35317,109.427696,38.876266,6.48
35326,109.450050,-26.797556,6.45
35341,109.509239,40.883392,5.87
35345,109.517044,30.955872,6.19
35347,109.517715,-43.986786,5.86
35350,109.523247,16.540382,3.58
35363,109.576653,-36.733963,4.65
35384,109.633247,49.464756,5.00
35393,109.639633,-39.210285,5.24
35406,109.659103,-36.742737,5.11
35412,109.668236,-24.558701,4.88
35415,109.677032,-24.954374,4.37
35427,109.713646,-26.585854,5.29
35442,109.758003,-19.280304,6.06
35463,109.807037,-33.727165,6.31
35476,109.843216,2.740694,5.90
35487,109.867409,-16.395245,5.70
35509,109.948517,7.142947,5.91
35548,110.028511,15.142928,6.45
35550,110.030746,21.982321,3.50
35564,110.089325,-52.311523,5.50
35589,110.161705,-52.085922,5.38
35611,110.228821,-26.963839,6.00
35615,110.242859,-14.360489,5.59
35623,110.262932,42.655914,6.33
35626,110.268059,-25.891644,5.87
35643,110.322960,45.228199,5.74
35699,110.486923,20.443659,5.09
35707,110.508560,-8.979377,6.42
35710,110.510956,36.760586,5.12
35712,110.514496,0.177121,5.99
