hip_id,ra,dec,mag
59021,181.521698,-32.961231,6.49
59046,181.583054,-68.651405,6.23
59050,181.596069,-65.709450,5.95
59072,181.720306,-64.613731,4.14
59151,181.958466,-75.367020,5.17
59173,182.021820,-50.661278,4.46
59184,182.061325,-48.692486,5.34
59196,182.089645,-50.722424,2.58
59200,182.103073,-60.847130,6.22
59199,182.103378,-24.728874,4.02
59229,182.224213,-44.325989,5.75
59232,182.227448,-41.231606,5.51
59285,182.422134,1.897889,5.95
59291,182.446167,74.661369,6.34
59307,182.510635,-34.704742,6.16
59309,182.514236,5.807008,5.72
59316,182.531189,-22.619766,3.02
59352,182.631805,16.809271,6.40
59353,182.640869,-37.870350,6.07
59364,182.692062,27.281506,6.01
59384,182.750320,81.709831,6.00
59389,182.755081,-68.260963,6.48
59394,182.766006,-23.602423,5.45
59396,182.771576,-61.277424,6.08
59439,182.881470,-51.359333,6.23
59449,182.913040,-52.368462,3.97
59458,182.937088,57.054409,6.34
59468,182.963242,25.870279,5.66
59489,183.004211,28.536312,6.47
59501,183.038727,20.542065,5.60
59504,183.049667,77.616241,5.14
59517,183.091599,-62.950771,5.91
59551,183.195953,-70.151787,6.05
59588,183.303940,-34.125271,6.34
59607,183.354355,-38.929188,5.77
59608,183.358078,10.262341,5.85
59622,183.403351,-33.792919,6.34
59647,183.485306,-78.573936,6.34
59654,183.511276,-45.723919,5.31
59678,183.570541,-64.408516,6.20
59708,183.680908,53.434628,6.18
59728,183.748260,-20.844219,5.82
59742,183.776672,-29.237255,6.50
59746,183.785492,70.200005,5.72
59747,183.786407,-58.748928,2.79
59750,183.793991,-10.312400,6.11
59767,183.836060,87.700111,6.27
59774,183.856293,57.032616,3.32
59785,183.877151,-41.913277,6.24
59796,183.922928,72.551193,6.29
59803,183.951553,-17.541929,2.58
59819,184.000778,14.899071,5.09
59831,184.031433,40.660179,5.69
59847,184.085587,23.945410,4.93
59851,184.099396,-72.614502,6.21
59856,184.125595,33.061527,4.99
59879,184.206131,86.435822,6.33
59895,184.263885,-16.693735,6.05
59898,184.276428,-65.692955,6.06
59920,184.373260,53.191330,5.80
59923,184.377411,28.937189,5.71
59929,184.393753,-67.960739,4.06
59941,184.434418,15.144700,6.36
59950,184.446960,-36.093979,6.15
60000,184.587173,-79.312241,4.24
60009,184.609467,-64.003075,4.06
60018,184.631714,30.249046,6.23
60030,184.667984,-0.787184,5.90
60044,184.708511,75.160561,5.47
60059,184.749130,-55.143002,5.01
60066,184.758438,26.008348,6.44
60087,184.829971,23.034674,6.26
60098,184.873093,28.156916,6.38
60122,184.952988,48.984146,5.28
60129,184.976486,-0.666803,3.89
60157,185.044891,-22.175699,5.94
60168,185.074005,26.001875,6.16
60170,185.082001,26.619482,5.52
60172,185.087418,3.312574,4.97
60183,185.117737,-65.842659,6.20
60189,185.140198,-22.215900,5.20
60197,185.172394,27.054544,6.32
60202,185.179291,17.792868,4.72
60210,185.202988,15.540988,6.47
60212,185.211914,57.864117,5.54
60221,185.232132,-13.565724,5.14
60260,185.340469,-60.401146,3.59
60305,185.484436,47.182201,6.33
60308,185.489304,-56.374386,5.91
60320,185.530701,-67.522102,5.15
60327,185.545120,24.773867,6.21
60329,185.550140,-68.307320,5.73
60351,185.626297,25.846161,4.78
60353,185.633484,5.305444,6.46
60379,185.706039,-57.676132,5.38
60417,185.810837,-67.631546,6.36
60418,185.814026,-4.974503,6.47
60421,185.828598,-11.812117,6.48
60425,185.839951,-24.840670,5.66
60449,185.897614,-35.412678,5.32
60454,185.903122,-39.302361,6.39
60463,185.936478,-38.911381,5.79
60467,185.945953,42.542744,6.03
60468,185.949280,-30.335415,6.39
60485,186.006210,51.562256,4.76
60514,186.077179,26.098606,5.17
60525,186.111694,25.582403,6.41
60549,186.186371,-41.384289,6.24
60584,186.263397,56.777828,5.82
60589,186.276550,63.802780,6.31
60591,186.285614,-42.514313,6.10
60595,186.299026,-11.610590,5.95
60599,186.312943,23.926203,6.03
60601,186.323257,-65.769852,6.29
60603,186.326706,-27.749002,6.09
60610,186.340591,-35.186417,5.71
60638,186.409485,-86.150612,6.32
60646,186.462311,39.018616,5.01
60697,186.600266,27.268236,4.92
60699,186.601608,71.929825,6.33
60710,186.632370,-51.450634,4.82
60718,186.649658,-63.099091,0.77
60729,186.701401,-48.913193,6.25
60735,186.715378,-32.830120,5.56
60742,186.734497,28.268423,4.35
60746,186.747086,26.825699,4.98
60771,186.853485,-63.788986,6.02
60780,186.870148,-58.316444,6.35
60781,186.870285,-58.991756,5.38
60795,186.896317,55.712723,5.68
60804,186.925339,8.610344,6.36
60809,186.956024,-16.631844,6.30
60813,186.964783,-4.615277,6.23
60823,187.009964,-50.230637,3.91
60851,187.080368,-64.340988,6.05
60855,187.093628,-39.041172,5.45
60861,187.107086,-61.794842,6.21
60870,187.140442,-56.407818,6.15
60904,187.227951,25.912851,5.29
60941,187.362671,24.108925,5.47
60957,187.430161,20.896109,5.68
60965,187.466080,-16.515432,2.94
60969,187.475830,-56.524940,5.78
60978,187.488998,58.405743,5.37
60979,187.491180,-41.735901,6.00
60988,187.512238,51.535629,6.21
60992,187.517670,58.767773,6.07
60994,187.519897,-13.393184,6.37
60998,187.528030,69.201126,5.01
61015,187.572678,-23.696419,5.63
61053,187.708862,53.076607,6.20
61071,187.752350,24.567167,5.47
61084,187.791443,-57.113213,1.59
61103,187.839249,7.604309,6.05
61134,187.911346,-5.052592,6.19
61136,187.918060,-59.423923,5.49
61158,187.983902,-63.505836,5.96
61172,188.018295,-32.533760,6.46
61174,188.017639,-16.196007,4.30
61181,188.041336,-73.001053,5.88
61199,188.117004,-72.132988,3.84
61208,188.136719,-21.212116,6.41
61212,188.150009,-13.859105,5.74
61246,188.262009,10.295671,6.29
61270,188.342712,-19.792549,6.26
61281,188.370865,69.788239,3.85
61295,188.392593,24.282984,6.28
61296,188.392746,-12.830203,5.58
61309,188.412155,33.247585,5.42
61317,188.436172,41.357479,4.24
61318,188.444794,-9.452077,5.48
61320,188.447556,33.384666,6.24
61328,188.496490,-49.909809,6.38
61359,188.596817,-23.396759,2.65
61379,188.676727,-44.673019,5.76
61384,188.683533,70.021767,4.95
61394,188.712860,22.629259,4.80
61404,188.726913,-67.756897,6.11
61418,188.782333,18.377058,5.03
61420,188.784027,21.881384,5.86
61443,188.873444,-61.841576,6.22
61468,188.939804,-41.021946,5.12
61496,188.994965,-20.527475,6.20
61498,189.004333,-39.869507,5.78
61557,189.194260,-50.335396,6.40
61558,189.197311,-5.831898,5.88
61571,189.243057,17.089537,5.70
61585,189.296082,-69.135567,2.69
61621,189.426147,-27.138887,5.41
61622,189.425919,-48.541306,3.85
61637,189.518402,3.282444,6.33
61658,189.593353,1.854662,5.68
61688,189.685898,-18.250099,6.00
61692,189.692825,40.874660,6.35
61703,189.718185,-67.193047,6.22
61719,189.759094,22.659496,6.39
61720,189.764435,-30.422386,5.86
61724,189.780457,21.062559,5.49
61738,189.810913,-75.370590,6.46
61740,189.811539,-7.995564,4.66
61748,189.820251,35.951958,6.39
61789,189.968903,-39.987301,4.63
61796,189.982834,-66.511139,6.26
61910,190.316483,-13.013901,5.17
61916,190.345840,-46.145580,5.84
61932,190.379562,-48.959888,2.20
61936,190.391373,62.713039,6.02
61937,190.393311,10.426270,6.22
61941,190.415176,-1.449375,2.74
61951,190.455841,-19.759092,6.02
61960,190.471054,10.235625,4.88
61966,190.485764,-59.685818,4.91
61968,190.487976,6.806617,5.57
61981,190.520966,-69.407555,6.31
62012,190.647873,-48.813110,4.66
62026,190.707413,-55.947002,6.06
62027,190.709488,-63.058624,5.27
62046,190.767334,61.155422,6.39
62058,190.788315,-56.176224,5.99
62081,190.859406,-40.177849,6.43
62084,190.868149,-58.902740,6.41
62103,190.908539,-1.576996,5.91
62128,190.994446,-36.349152,6.38
62131,191.002228,-28.323957,5.46
62170,191.107986,80.621025,6.33
62172,191.112946,44.103004,6.34
62207,191.247787,39.278915,5.95
62212,191.258591,-68.830750,6.16
62223,191.282623,45.440254,5.42
62267,191.404404,7.673326,5.22
62268,191.408249,-60.981319,4.69
62322,191.570190,-68.108116,3.04
62325,191.593918,9.539684,5.65
62327,191.594711,-56.488815,4.62
62356,191.661499,16.577690,5.12
62360,191.692612,-33.315483,5.87
62376,191.759613,5.950373,6.31
62394,191.806839,11.958088,6.11
62402,191.828918,62.781155,5.88
62421,191.889267,-6.301752,6.27
62423,191.893097,66.790306,5.43
62434,191.930374,-59.688763,1.25
62443,191.964218,3.572716,6.42
62448,191.973541,-24.851660,6.43
62478,192.059723,13.553018,6.47
62500,192.109451,-27.597383,5.65
62512,192.164154,60.319820,5.83
62516,192.174255,48.466839,6.25
62523,192.196121,24.840225,6.29
62541,192.225876,14.122584,5.71
62561,192.278259,83.417831,5.92
62572,192.307434,83.412903,5.38
62576,192.322739,27.552380,5.76
62600,192.408508,48.740028,6.50
62608,192.437317,-71.986259,5.55
62641,192.544815,37.516937,5.87
62653,192.572037,22.863407,6.43
62655,192.581253,-48.459541,6.26
62683,192.671524,-33.999302,4.90
62703,192.741196,-52.787422,5.70
62732,192.824905,-60.329788,5.71
62743,192.845535,-10.338219,6.48
62757,192.903702,3.056788,6.02
62763,192.924667,27.540712,4.93
62786,192.987228,-39.680431,5.99
62788,192.991257,-26.738276,6.14
62799,193.022690,-48.094288,6.31
62807,193.051071,17.073942,6.32
62821,193.102478,-53.829929,6.26
62825,193.114578,16.122496,6.29
62861,193.267532,-54.952473,5.91
62867,193.278870,-48.943314,4.33
62875,193.296494,-3.553098,6.11
62886,193.323944,21.244944,4.89
62894,193.341232,-60.328487,5.75
62896,193.359100,-40.178871,4.25
62904,193.383804,19.481062,6.42
62915,193.408844,-4.224662,6.45
62931,193.453842,-60.376244,5.89
62933,193.457138,12.418416,6.25
62956,193.507080,55.959820,1.76
62972,193.554565,33.534481,6.25
62983,193.577759,-11.648570,6.00
62985,193.588181,-9.538994,4.77
63003,193.648499,-57.177925,4.03
63005,193.653763,-57.168671,5.08
63007,193.663330,-59.146702,4.62
63024,193.735535,47.196720,5.75
63031,193.743286,-85.123367,5.45
63033,193.744034,-44.151966,5.89
63066,193.830994,-42.915733,5.46
63076,193.868973,65.438477,5.23
63090,193.900879,3.397470,3.39
63109,193.971848,-15.327025,6.18
63117,193.988068,-56.835808,5.34
63121,194.002014,38.314911,5.61
63125,194.007111,38.318378,2.89
63143,194.073318,54.099487,5.84
63165,194.132126,-72.185211,5.93
63204,194.242645,-54.587349,6.48
63210,194.268173,-51.198753,5.17
63211,194.282486,46.176788,6.11
63220,194.302795,-12.066947,6.33
63243,194.388046,-22.753498,6.31
63297,194.578598,64.925529,6.44
63340,194.697128,75.472511,6.00
63355,194.731018,17.409447,4.76
63414,194.914658,-3.811926,5.79
63432,194.979980,66.597275,5.37
63462,195.068634,30.785021,4.88
63490,195.136108,-33.505268,6.01
63494,195.149780,-3.368488,5.99
63497,195.161316,18.373009,6.20
63503,195.181870,56.366337,4.93
63533,195.290054,17.123146,5.97
63584,195.446060,63.610226,6.01
63608,195.544159,10.959150,2.85
63613,195.566376,-71.548859,3.61
63647,195.668488,59.716305,6.50
63688,195.772308,-71.475731,5.93
63724,195.888840,-49.527264,4.83
63738,195.942123,-20.583496,5.58
63820,196.200989,-41.196323,6.24
63822,196.207382,73.024979,6.43
63849,196.277786,-47.116909,6.44
63883,196.378326,-52.115662,6.43
63901,196.435181,35.798901,5.20
63916,196.467789,45.268551,5.64
63945,196.569626,-48.463287,4.71
63948,196.588516,21.153397,6.00
63950,196.594177,22.616186,5.53
63952,196.595291,62.041866,6.15
63972,196.646149,-41.588444,5.59
64003,196.726044,-35.862034,5.63
64004,196.727707,-49.906246,4.27
64022,196.794693,27.624741,4.80
64033,196.851273,-59.860512,5.98
64053,196.909576,-53.459763,5.70
64077,196.973495,27.555958,6.20
64078,196.974213,-10.740408,5.15
64094,197.029816,-65.306023,5.44
64108,197.085403,-78.446030,6.43
64117,197.115967,-67.796761,6.34
64122,197.135284,-8.984385,5.57
64166,197.263641,-23.118071,4.94
64179,197.301804,10.022468,5.79
64181,197.309326,-9.538098,6.32
64212,197.411087,37.423145,6.01
64217,197.425140,38.533886,6.25
64224,197.438660,-10.329327,5.95
64226,197.449371,16.848612,5.91
64238,197.487457,-5.539010,4.38
64241,197.497025,17.529430,4.32
64246,197.513458,38.498981,5.91
64320,197.743515,-52.566898,6.05
64332,197.787079,-42.232891,5.78
64348,197.846832,-43.368553,5.24
64375,197.913345,-26.551722,6.49
64390,197.964172,-69.942017,5.92
64394,197.968552,27.878183,4.23
64395,197.971146,-63.302994,6.32
64408,198.013519,-37.803020,4.85
64407,198.014755,-16.198601,5.04
64417,198.035049,24.258026,6.31
64425,198.073380,-59.920578,4.58
64437,198.106049,80.471306,6.25
64445,198.137177,11.556096,5.76
64466,198.203247,-66.226746,5.91
64472,198.211838,-42.699718,6.19
64478,198.232132,-59.816605,6.18
64496,198.301712,18.727009,6.10
64515,198.347336,-50.699829,5.90
64520,198.361816,-18.826406,6.26
64530,198.399765,36.887581,6.50
64540,198.428955,40.152885,4.94
64557,198.490479,-43.139107,6.16
64577,198.545410,-19.930946,5.31
64580,198.550491,-58.683937,5.91
64583,198.563675,-59.103233,4.90
64587,198.572296,-78.447456,5.84
64607,198.630356,11.331656,5.64
64623,198.680420,-48.957024,5.84
64651,198.789444,-36.371410,6.17
64661,198.812393,-67.894592,4.79
64682,198.857117,-69.679283,6.37
64692,198.883224,40.855198,5.77
64725,198.994827,-19.943104,5.21
64751,199.059540,19.051735,6.46
64774,199.119354,68.408005,6.20
64779,199.134430,19.785290,6.43
64790,199.187454,-65.138260,6.06
64792,199.193817,9.424156,5.19
64797,199.212646,17.017181,6.49
64803,199.221375,-31.506195,5.10
64820,199.304276,-66.783440,4.86
64822,199.307999,-43.979481,5.82
64823,199.315109,13.675751,5.33
64838,199.374390,-0.676065,6.36
64844,199.385696,40.572609,4.72
64852,199.401184,5.469869,4.78
64906,199.560516,49.682060,5.14
64924,199.601440,-18.311195,4.74
64927,199.615509,34.098305,5.81
64933,199.645309,-51.285774,6.18
64951,199.701355,-79.976021,6.34
64962,199.730392,-23.171513,2.99
64979,199.767731,35.127979,6.01
64994,199.829132,-72.035606,6.04
65072,200.079010,40.150547,5.60
65108,200.146027,-59.772781,6.20
65109,200.149445,-36.712296,2.75
65112,200.157654,-52.747826,5.47
65119,200.173203,2.942290,6.26
65129,200.201416,-55.800690,6.00
65144,200.240509,-46.880009,5.76
65183,200.374039,-19.489294,6.21
65198,200.423492,2.087243,5.69
65230,200.516388,43.903378,6.34
65241,200.540375,5.154764,5.89
65247,200.567871,-52.182957,5.81
65271,200.658157,-60.988392,4.52
65288,200.718781,-47.943222,6.18
65289,200.719208,-72.146713,6.06
65301,200.754654,-17.735273,5.36
65303,200.760834,-48.562790,6.37
65311,200.785965,-33.189877,6.17
65323,200.828735,-4.924427,5.88
65372,200.967255,-49.822811,6.48
65376,200.974686,37.033920,6.10
65378,200.981216,54.925362,2.23
65381,200.987854,-20.924587,6.44
65387,201.001923,-64.535667,4.52
65417,201.127213,12.431832,6.44
65420,201.138458,-5.164010,5.76
65466,201.277832,23.854420,5.75
65468,201.280396,-74.887817,5.04
65474,201.298248,-11.161322,0.98
65477,201.306198,54.987957,3.99
65479,201.308533,-64.485146,5.32
65522,201.459854,-70.627251,5.65
65530,201.500580,63.261276,6.50
65535,201.532242,-39.755108,5.11
65536,201.533493,72.391479,5.82
65545,201.547562,-1.192471,5.97
65550,201.569153,46.028053,5.88
65581,201.679871,-12.707664,5.27
65593,201.733826,-41.497562,5.69
65595,201.738083,78.643867,5.74
65606,201.776611,-49.143707,6.31
65621,201.811096,-40.162666,6.40
65630,201.836075,-49.381290,6.27
65639,201.863190,-15.973578,4.76
65678,201.998627,52.745586,6.34
65682,202.007828,-26.402235,6.49
65721,202.107559,13.778787,4.97
65723,202.109329,40.729645,6.49
65728,202.113052,59.945786,5.40
65754,202.190903,50.718571,6.42
65755,202.195038,-69.627151,6.17
65783,202.283127,-64.675797,6.09
65790,202.304184,10.818310,5.65
65796,202.312164,-1.364428,6.42
65810,202.355225,-51.165134,5.04
65835,202.428268,-23.281330,6.40
65862,202.500336,7.178853,6.18
65892,202.607193,-6.470265,6.10
65936,202.761063,-39.407307,3.90
65951,202.815781,42.106152,6.07
65969,202.888229,-28.112740,6.48
66006,202.991196,-6.255816,4.68
66015,203.011703,-18.728880,6.01
66019,203.022537,-38.398846,6.14
66060,203.143631,-29.565264,6.45
66065,203.149612,-28.692768,5.69
66086,203.200882,24.346743,6.11
66091,203.215179,-15.363012,5.52
66098,203.241974,-10.165000,5.21
66152,203.399582,-65.632690,6.36
66198,203.530472,55.348434,5.60
66200,203.533051,3.658967,4.92
66223,203.591095,38.789265,6.37
66234,203.613754,49.015972,4.68
66236,203.620712,-48.272163,6.32
66247,203.668549,-13.214324,5.92
66249,203.673309,-0.595820,3.38
66251,203.678329,76.546707,6.46
66254,203.681595,-33.310856,6.46
66257,203.699142,37.182415,4.91
66320,203.880402,-5.396191,5.70
66326,203.889267,10.204962,6.48
66385,204.166229,49.486649,6.48
66400,204.201889,-26.495197,5.73
66405,204.210724,-34.467838,6.48
66417,204.246185,24.613297,5.72
66427,204.275085,-44.143204,5.96
66435,204.295959,71.242249,5.50
66438,204.301193,-61.691856,5.63
66454,204.347839,-46.427879,5.91
66458,204.365173,36.294899,4.82
66521,204.531784,-58.414646,6.41
66522,204.532852,14.301926,6.49
66563,204.675323,-29.560867,5.81
66574,204.690811,-70.444832,6.11
66575,204.703995,-57.622719,6.00
66594,204.759521,18.265324,6.46
66607,204.800125,-75.683784,6.32
66613,204.812149,51.804214,6.49
66634,204.877075,52.921207,5.46
66640,204.894241,10.746269,5.57
66645,204.920197,-39.747585,6.29
66656,204.952332,-40.051708,5.61
66657,204.971939,-53.466393,2.29
66666,204.999329,-49.949955,5.74
66681,205.044830,-64.576553,5.79
66690,205.064941,31.012035,6.21
66700,205.089218,57.207607,6.28
66704,205.096985,50.519413,6.31
66725,205.162842,28.065165,6.22
66727,205.168640,19.955719,5.73
66738,205.184509,54.681633,4.63
66753,205.233856,-85.786041,5.56
66763,205.259781,22.495768,5.63
66798,205.374374,64.822411,5.85
66803,205.403244,-8.702984,5.03
66821,205.436630,-54.559425,4.99
66849,205.504608,-58.787079,5.38
66860,205.553162,8.388394,6.16
66878,205.595688,82.752411,5.92
66892,205.620087,41.674282,6.30
66903,205.663940,78.064438,5.91
66907,205.680939,34.989021,5.98
66923,205.727646,-50.790237,6.43
66924,205.729309,-41.401043,5.96
66925,205.733795,-56.767971,6.00
66936,205.765472,3.537903,5.35
66984,205.917038,-42.067520,5.96
66992,205.938171,22.700422,6.12
67005,205.978256,52.064411,6.02
67036,206.066711,-51.012455,6.44
67057,206.124268,-16.179071,5.55
67071,206.190292,-25.500933,6.21
67103,206.304855,55.879349,6.47
67104,206.305969,10.325305,6.42
67139,206.396118,-15.767467,6.18
67143,206.403732,-26.116009,5.81
67153,206.422058,-33.043720,4.23
67172,206.484665,-12.426528,5.50
67194,206.556534,41.088745,5.88
67199,206.560516,-54.683369,6.42
67210,206.579468,38.503628,5.92
67231,206.648590,54.432678,5.68
67234,206.664062,-51.432766,4.64
67239,206.680511,25.702236,5.97
67244,206.734802,-36.251934,5.15
67246,206.738007,6.350375,6.33
67250,206.749146,38.542698,5.51
67261,206.795288,-62.589714,6.40
67271,206.805847,-9.709455,6.04
67275,206.815659,17.456905,4.50
67288,206.855789,-17.859838,5.41
67292,206.865082,-50.249290,5.92
67301,206.885300,49.313267,1.85
67304,206.910782,-50.320683,5.46
67384,207.161392,31.190207,5.61
67457,207.361359,-34.450775,4.19
67459,207.369354,15.797905,4.05
67464,207.376175,-41.687710,3.41
67472,207.404144,-42.473732,3.47
67480,207.428452,21.264105,4.92
67483,207.437241,36.632824,6.43
67485,207.439438,61.489311,5.97
67494,207.467865,-18.134169,4.96
67523,207.527130,-29.081322,6.19
67537,207.580826,-39.900856,6.43
67545,207.602829,5.497224,6.00
67548,207.615646,58.539459,6.45
67589,207.747055,68.315300,6.39
67605,207.788406,34.664398,5.89
67620,207.834839,-24.390368,6.43
67627,207.858078,64.723274,4.58
67648,207.902130,-36.433277,6.34
67663,207.946762,-46.898666,5.77
67664,207.947617,-69.401260,5.73
67665,207.947815,34.444241,4.76
67669,207.956680,-32.994087,4.32
67696,208.004074,-31.619207,6.11
67703,208.020309,-52.811531,5.26
67714,208.076691,12.165135,6.10
67778,208.285156,40.337978,6.48
67782,208.292877,28.648130,5.91
67786,208.302261,-31.927612,4.75
67787,208.303864,17.932867,5.71
67819,208.386551,-35.664249,5.53
67836,208.429581,-53.373322,5.87
67848,208.462601,53.728676,5.70
67851,208.467087,-35.314362,6.17
67861,208.488510,-47.128162,5.83
67890,208.569382,-28.569590,6.05
67927,208.671173,18.397717,2.68
67929,208.675598,-1.503125,5.16
67942,208.704681,-67.652100,5.74
67953,208.742508,-8.058852,6.19
67973,208.800629,-52.160824,5.66
68002,208.885010,-47.288376,2.55
68009,208.912399,-82.666191,5.95
68030,208.958328,14.056503,6.16
68065,209.043625,32.032597,6.31
68079,209.082550,-46.592949,5.82
68080,209.083221,-54.132420,6.14
68092,209.116165,1.050581,5.90
68101,209.137329,-54.704666,6.00
68103,209.142410,27.492083,5.02
68177,209.365524,-23.022631,6.14
68184,209.383667,61.492863,6.49
68191,209.412125,-63.686695,4.71
68224,209.495316,-25.998079,6.42
68245,209.567780,-42.100754,3.83
68269,209.629791,-24.972248,5.20
68270,209.630280,-65.800667,6.20
68276,209.662186,21.696218,5.76
68279,209.666275,14.649275,6.01
68282,209.669815,-44.803585,3.87
68333,209.822800,-50.369648,5.92
68380,209.955322,-3.549788,6.36
68390,210.000565,-25.010403,5.77
68413,210.072632,-61.481030,6.49
68431,210.136856,-78.589981,6.09
68455,210.218933,-66.268913,5.96
68478,210.293701,27.386595,6.23
68493,210.329437,-40.221943,6.12
68498,210.335114,8.894906,5.98
68516,210.403381,17.668390,6.36
68520,210.411652,1.544532,4.23
68523,210.431213,-45.603420,4.34
68537,210.461197,68.678673,6.34
68567,210.550766,45.753456,6.28
68581,210.594940,-27.429773,5.47
68594,210.632706,9.686096,6.18
68637,210.749023,50.971809,6.16
68641,210.757172,-31.684034,6.18
68643,210.766983,-17.367012,6.32
68670,210.860565,-56.213432,5.93
68673,210.864487,-41.423344,6.08
68682,210.884781,10.786779,6.27
68687,210.903198,7.546170,6.25
68702,210.955933,-60.373039,0.61
68705,210.971207,-22.421602,6.30
68707,210.982315,4.900973,6.24
68739,211.060669,-5.381416,6.39
68756,211.097473,64.375847,3.67
68763,211.112411,-14.971708,6.35
68776,211.155945,2.297531,6.28
68815,211.333557,-76.796753,5.69
68842,211.443741,-54.669361,6.20
68862,211.511551,-41.179634,4.36
68872,211.545456,-43.091702,6.18
68895,211.592896,-26.682362,3.25
68902,211.604828,-59.715904,6.39
68933,211.670929,-36.369953,2.06
68940,211.678436,-9.313515,5.46
68956,211.735214,74.593781,6.43
69011,211.920074,-48.704025,6.43
69012,211.923080,-49.867607,6.45
69038,211.982315,43.854450,5.13
69065,212.059525,-63.207951,6.39
69068,212.072174,49.458168,5.26
69090,212.114853,-74.850288,6.02
69107,212.192139,59.337650,6.47
69112,212.212479,77.547516,4.80
69113,212.216217,-43.470779,6.19
69122,212.234421,-59.276711,6.34
69127,212.252472,-10.334546,6.45
69174,212.396011,-51.504673,5.96
69191,212.478638,-53.438946,4.74
69226,212.599731,25.091677,4.82
69241,212.628784,-70.305466,6.07
69269,212.710342,-16.302031,4.93
69298,212.757965,-69.719315,6.07
69316,212.813019,32.295891,6.14
69340,212.880020,1.362399,6.42
69373,213.016830,69.432549,5.18
69389,213.065842,2.409433,4.99
69398,213.102371,-24.363352,6.35
69415,213.191772,-27.261187,5.07
69427,213.223923,-10.273702,4.18
69458,213.305237,-26.612309,6.23
69462,213.318390,-53.665672,5.53
69483,213.370773,51.789967,4.53
69491,213.415955,-54.625626,6.09
69493,213.419952,-0.845463,5.89
69536,213.521591,12.959444,5.53
69564,213.588791,-5.947717,6.36
69569,213.598145,41.518757,6.23
69585,213.648361,13.975451,6.45
69592,213.670670,21.873392,6.38
69598,213.677856,-41.837494,5.61
69612,213.711884,10.100610,5.29
69614,213.720917,3.335878,6.41
69618,213.738129,-57.086124,5.03
69623,213.755234,-29.281904,6.10
69655,213.838821,-53.509941,6.40
69658,213.850372,-18.200689,5.53
69671,213.911057,-45.000755,6.31
69673,213.915451,19.182409,-0.05
69701,214.003616,-6.000547,4.07
69704,214.009995,45.566269,6.50
69713,214.041580,51.367229,4.75
69727,214.089081,-6.621544,6.44
69732,214.096115,46.088306,4.18
69735,214.101227,39.744713,6.38
69747,214.125702,-3.196305,6.15
69751,214.136871,20.121847,6.25
69763,214.161346,-66.587891,5.72
69773,214.203064,-8.884473,6.47
69778,214.229843,-77.664223,6.48
69792,214.265778,-18.585699,6.22
69818,214.338120,51.307373,6.19
69829,214.368561,15.263380,5.84
69862,214.455017,48.002003,6.32
69879,214.499237,35.509506,4.80
69881,214.503021,-7.542388,6.47
69896,214.558151,-81.007759,4.89
69929,214.659409,-18.715967,5.86
69958,214.732971,54.863754,6.47
69965,214.753830,-25.815426,5.87
69974,214.777466,-13.371095,4.52
69977,214.779831,-27.141148,6.35
69989,214.817825,13.004299,5.41
69995,214.849533,-37.002907,5.93
69996,214.850937,-46.058094,3.55
70012,214.885345,-2.265518,5.14
70022,214.920624,0.384333,6.18
70027,214.938492,16.306948,4.84
70029,214.948883,38.794052,6.33
70035,214.965027,-61.272972,5.22
70038,214.971664,-6.746167,6.42
70051,215.036118,30.429129,6.45
70054,215.040436,-43.058842,5.55
70069,215.081451,-56.386497,4.30
70090,215.139343,-37.885296,4.05
70104,215.177383,-45.187061,4.78
70236,215.558350,29.369921,6.50
70243,215.582169,-34.786793,5.57
70248,215.596619,-80.108948,5.06
70264,215.654572,-58.459118,4.76
70270,215.661316,-48.319859,6.10
70300,215.759338,-39.511818,4.41
70306,215.774124,-27.754017,4.78
70310,215.778473,25.338173,6.22
70319,215.813690,1.241569,6.25
70320,215.813980,-47.416962,6.41
70325,215.834396,-50.772251,6.03
70327,215.844574,8.446617,4.86
70336,215.856781,-11.714043,6.22
70363,215.952515,-53.176231,5.99
70384,216.003647,8.243969,5.94
70385,216.008255,27.413177,6.39
70400,216.047256,5.820131,5.10
70414,216.076126,8.084595,6.19
70418,216.092346,-82.848251,6.42
70451,216.170074,-44.311134,6.43
70452,216.170227,-11.669703,6.49
70469,216.202621,-24.806311,5.34
70492,216.276382,-68.195335,5.56
70497,216.299500,51.850742,4.04
70501,216.323303,-13.353163,6.49
70517,216.371460,38.393051,6.28
70528,216.415741,-66.172920,6.36
70538,216.449051,-26.852242,6.48
70574,216.534286,-45.221424,4.56
70576,216.545029,-45.379276,4.33
70580,216.556107,-42.318596,6.33
70602,216.614029,19.226900,5.40
70626,216.707825,-39.873989,6.36
70638,216.732010,-83.667885,4.31
70657,216.779602,-65.821648,5.87
70663,216.800873,-46.134254,5.83
70680,216.851608,-6.120332,6.18
70692,216.881378,75.695992,4.25
70753,217.043472,-29.491638,4.97
70755,217.050583,-2.227957,4.81
70762,217.068512,36.197029,6.22
70791,217.157944,49.844852,5.58
70794,217.173843,-6.900536,5.42
70798,217.181259,-59.197548,6.46
70809,217.216309,-47.992085,6.40
70873,217.403244,41.795910,6.36
70874,217.404404,-76.729080,6.06
70892,217.456970,31.791187,6.06
70894,217.460495,0.828929,5.96
70915,217.535995,-45.321354,5.51
70931,217.587341,-49.519016,5.38
70949,217.689117,4.772286,6.01
70952,217.692474,63.185787,6.10
70966,217.735916,-40.845123,6.39
